review,label
app terrible frequently crash load loop force close app well periodically resign app even youve already signed ive uninstall redownloadinstall app many time shame telkomsel monopoly area indonesia service poor doesnt match charge service incentive improve continue take advantage customer,0
bloated noisy poor versioning every month seems need update month followed app prompt update crashed completely uninstalled reinstalled many user problem new version need disable update prompt figure thing also please disable song default app open know common indonesian apps tapi kurang sopan krn bisa mengganggu acara,0
ive tried verify personal information using id card application previously followed instruction correctly scanned id card preview opportunity edit whether name read correctly verification suddenly verification declared successful turned name spelled incorrectly realized verified personal information app cant edited waste time,0
ive using app pretty long time since app ask update already opened app suddenly crashed wouldnt let open already report bug restarting phone didnt help either please fix really need buy mobile data thank,0
always encountering problem whenever want topup payment using credit card international user countrythe payment card go credit card option topup nonindonesian user really annoying please fix asap consider giving higher star,0
expensive slow package sm notification package mb always late application slow refresh internet data run low application slow loading data run emergency package sell provider expensive increase past,0
every time try open app take forever load crash act weird—its mess try accessing using wifi cant even log reinstalling app doesnt help either still doesnt work app never fixed please fix random bug make app lighter even wifi still cant load properly ridiculous,0
im forced use app manage indihome account useless customer service solution request ticket submitted even week use internet system error doesnt allow change address offer template message follow issue relevant team progress solution two whole week,0
good first load entering apps sometimes fine usually little bug load data package available even though great signal g device io android problem price increased service need improve brow revised comment fix obstacle thanks update nothing fixed event used ultra tried reinstall apps sadly verification process bad 🤦‍,0
app buggy take load everything interface trigger another absurdly long loading many useless feature annoying confusing make app terribly slow want pay phone bill check quota thats need decided go another low every day decided push notification online loan moment alternative app come uninstalled immediately,0
app buggy tried enter otps account related thing always rejected saying invalid otp everytime ask please clear cache please reinstall wont help since wrong part grapari cant even help junk waste time whoever think made super app thing dont matter customer clearly fool,0
wont even open app keep crashing open update finally work reinstalling guess data always date currently may th warning losing data since itll expire may th already expired begin please revert new addons much ad unnecessary stuff app focusing using data actually annoying hell,0
app buggy take load everything interface trigger another absurdly long loading many useless feature annoying confusing make app terribly slow great app telkomsel want pay phone bill check quota thats need decided go another low every day decided push notification online loan moment alternative app come uninstalled immediately px,0
cant find setting change language english app indonesian language default sim card seller left phone even searching bahasa indonesian language help faq website say navigation menu enough information people cant read indonesian even app language set english lot still indonesian even contract description,0
app terrible handling indihomerelated issue there dedicated menu reported problem ai said created ticket—but cant view status anywhere ’ even sure actually submitted chatbot responded generically please add separate section indihome old app simple clear one confusing unhelpful,0
telkomsel masterclass ruin utility app ’ slower g connection bloated irrelevant ad buy promo masquerading feature basic functions—like checking data paying bills—require battling labyrinth laggy menu sudden crash ui look like spam folder exploded prioritizing telkomsel ’ marketing usability even update remains batterydraining storagehogging disgrace zero star could,0
bad telco operator application reliable always error look good always crash wating time anything apps good thing operator coverage good indonesia fare expensive active period short least please fix apps else losing customer,0
worst app ever used total nightmare take age load many link thats useless top take time activate sometimes doesnt management look useless app get new developer developer need understand apps user mainly used keep app simple like google apps,0
much graphic app slowing app cant function well cant login indihome user dont telkomsel number edit clearing cache reinstall wont help benchmark load much heavy asset unoptimized performance may tell youre dev need test lower o least android much glassmorphism pretty wont make app function well apparently,0
year using telkomsel internet giving try test there improvement yes internet speed bad ever especially residence slow provider showed similar result though pointing cant rely much internet provider live rural area,0
terrible app didnt work well cant buy package always said system trouble wth also veronika cant solve problem c didnt appear right time take long time im even get solution edit getting worse beli paket di tulisannya udah berhasil didnt show di bagian kuota internet still refresh nothing change please fix karena selalu seperti ini ga bisa muncul otomatis klo begitu jdi gak berguna appnya,0
apps buggy sometimes get crashed frequently take forever load front page moreover buy package become loyal customer loyal customer mean expensive package youll getstrange supposedly royal customer get discount instead,0
one worst apps ’ used even basic purchase take nearly minute ’ sluggish unresponsive feel like waiting line government office endless loading bloat make unbearable telkomsel youre going launch app look trendy least make usable alone make consider switching provider could build better mytelkomsel day halfasleep ’ download unless youre pain,0
quota option numerous confusing like merchandise market internet package application application navigation also confusing prioritize user main business internet package application slow sluggish uninstall different occasion application respond bad experience company telkomsels level,0
claim extra benefit due late server respons make simple lighter apps basic essential function dont bug issue since failed many time make good sophisticated apps advice start simple point making thing look good problematic time,0
bad experience think update would get better nay app suck especially merge mytelkomsel myindihome app ui okish plus point stop app slow af ask login everytime open app might exaggerating feel like also cant seems link myindihome account app lastly veronica thingy doesnt seems work always maintenance,0
bought phone credit use app activating flash package know exactly much must pay still said balance enough till phone credit really really enough activating package need fix problem make customer satisfied thanks attantion response dont believe apps still suck dont want fix,0
great app telkomsel user bother laggy app make usage app messed please reconsider change app development tool great performance turn code work efficiently may great ui go got bad ux use thank good luck,2
year use provider card dont people feel app sometime slow lemot many internet package month included subscription apps dont use think make price expensive please read pliss make good decision,1
worthless app unless fluent indonesia bahasa navigate setting change english everything written bahasa universal symbol setting front page would extremely helpful uninstalled unless local total waste time,0
start oh first need keep reinstalling make sure status updated mention hell long booting time may may driving nut wonder much telkomsel cut cost make barely functional application talked accountant every one agree disappointing investment,0
lil bit better last time make sure devs need optimize since app quite vital u user access cellular provider service small nitpick bring back read fuction notification message piling number notification irks much cant erase like able kind dumb remove read message fucntion first place,1
app got error frequently data also accurate ive played game even use youtube day internet stayed amount like started playingusing youtube suck dont know many gbmb internet left expiredactive date plase fix give app attention thanks,0
app loading buying checking recent internet quota left really slow much slower shopee loading screen bad app use mytelkomsel mainly checking internet quota credit balance shopping even paying anything else even buying quota need extra patience load screen move shopping thing game thing linkaja app weird app even ecommerce app,0
rated five confusing one hand app good everything providing good internet package seems like wanted spend money internet package instead less usually tried spend thou internet apps forced spend thou almost like cant live without therefore gave,1
took forever load ended crash couldnt log account link never arrived appointed phone number enough balance send sm used telkomsel year dispointed first experience though,0
slow loading time anything cant even check balance remaining data better basic feature functioning well rather many feature unusable ada bayar tagihan bulan via bca banking app gagal baca kalau sudah bayar lapor dijanjikan tanggal juni diselesaikan sampai saat ini hari kerja belum ada kejelasan,0
work purchasing quota time app wont work properly example cant mean cant show quota date properly bug show random number gb last week please bloat app make lightweight main functionaly need provide please fix yok bisa yok halahh,0
always internet quota run without warning stopped suck existing balance never fixed quota run balance run useless application buying quota customer need feature,0
app loading really slow like snail wait long time access basic information need quota amount credit etc waiting year fix developer seems apathetic towards customer fix soon guess ill change sim card soon,0
loading take forever even check balance problem internet connection work well app time need uninstall information updated hopeless please improve apps performance,0
month cant even buy data using app remove unnecessary feature cant afford pay decent programmer reliable infrastructure deserve use basic feature properly annoying,0
ever since update cant open app without wait good minute take forever often time wont even load 🤦‍ changing mobile data wifi barely work please fix otherwise im going crash,0
ui awesome personally like philosophical design team working hard seems ux well let say user deserve award persistent youre willing run app minute lastly app need simplicity really expect user open extra feature id love inquire developer research came conclusion really need show everything app capable,1
sometimes stop working cant use app rn need app bugges wont let click anything tried download time yet still let download cant really anything bothering quite month especially need please fix dam app devs,0
app getting worse year got logged many time stupid unworkable verification stuff keep going every week dont know couldnt fix repeated issue,0
apps became awfully slow see actual pulsa internet kuota refresh apps take forever even refresh please fix issue ive using telkomsel year recently became worse,0
long suffer pointless shimmering effect bro want buy package admire ui experiment shame telkomsel instead making fast efficient app deliver bloated laggy piece junk right mind thought good idea absolute trash,0
app time working lagging fun use need top number good still change time lagging working would suggest hire new team responsible app thats fun good company tell something youre losing customer money,0
app bad cant even log account there magic link otp sent inbox sure using upgraded telkomsel halo yet considering downgrade regular user since annoying cant even see bill claiming benefit talked c solution till template resolution clear cache reinstall,0
app really sluggish stop putting lot stuff homepage even waiting app fully loaded took long time keep page clean simple make easier navigate,0
app load sim info remaining credit data sim card put phone app installed sim card put modem wifi info load properly also navigate menu,1
mytelkomsel development team really incompetent identifying bug existed since update year ago app keep loading endlessly certain feature day logging process ’ stuck infinite loop forcing user constantly clear app data log sit system integration testing uat user acceptance testing conducted system,0
every time data package expire package previously bought disappears even though last night package still continues like price keep going signal also weak,0
complete fraud give different value numbera mine k gb friend k gb also update package instead reduce price reduce quota maintain price also package named promo surprised bb buy pulse option way cheaper internet except telkomsel,0
app getting worse worse keep loading forever slow cant even see current kuota buy package focus user experience rather interface,0
please bring back mark read function notification inbox helpful inbox reached thousand open one one reduce notification inefficient,0
app useless waste installed check balance quota fast even loading take minute app slow hell faster using thing,0
could give less half star even latest update keep lagging realtime package checking isnt working properly even clear app cache real improvement every update provided bloating app size ui isnt exactly user friendly mostly confusing,0
trashy application need loading application long want check package must wait month year want buy package difficult loading long given kind rating various account still fixed friend also feel way signal still safe open youtube high quality also play game open application cant always,0
heavy app many useless feature ugly ui ux crash way often update heavier laggier app becomes provider also known expensive used manipulative practice upgrade subscription plan expensive plan cant downgrade unless go grapari take long queus slow underpaid costumer service also data might get leaked spam bot scammer,0
even buy roaming package asia australia using app always saidmaaf biaya tagihan tidak dapat dipergunakanblabla uninstall reinstall app nothing change eventhough enough telkomsel balance pay roaming package,0
trying make app design look cool modern cant even keep stable stick simple desigh working app even heavier game funny worthless need check balance worthless ad dont even care,0
much iu old one simple easier load many bug told u dm em c answer mostly bot say thing use contact problem still nothing load platinum member would never buy anything app,0
ive used telkomsel year service keep declining every year seems keep additional subscriber still want add sacrifice loyal customer service horrible network bad app bad gave u survey formality without intention really improve service,0
cant open application latest update always crash happen whole week problem solved better late update lost free quota last month record last transaction begining january,0
confusing layout positioning first time used app took whole day til finally know buy see list kdg show little package doesntworkatall bought youtube internet take main internet haha wouldnt buy knew crazycrash jnternet package disappeared sudden bought week vanished within day kaboom gone left message buy contacted c reply,0
bad user experience since updatethere simple interface experience knowing expiration date current packagei assure give star significant change next update today apps still load everywhere menusome menu try load long time,0
application worst login everytime want open app mention browse menu buy something since app instantly kicked login come largest operator indonesia credibility,0
edit makin baru malah makin ribet mau ngecek sisa data malah gk bisa ditampilkan semua secara rinci fitur tambahan yg lain dan iklan gk jelas mending di taro di tempat yg sangat terpisah edit app really useless take much time poin gone without used addition data package working whats point,0
think app offer much price bad connection plus app laggy tool sometimes log able access app think there another provider offer better connection fair prize,0
bad app cant even display info cant check balance quota update well apps used buy internet data package month sad performance really bad bro slow everytime want buy internet data u guy internet provider company ur apps connection really really suck disappointed,0
keep logging every time try log sm wont send link keep resending keep checking inbox message new message supposed login supposed pay monthly prepaid service cant login happens almost every month,0
application took sooooooo long load crazy app even open indihome app also migrated mytelkomsel made indihome service worst longer test connection report service issue app downgrade experience,0
never ever used apps smooth one try apps heavy laggy dont make simple ui without many animation make apps laggy dont need beautiful ui apps darn laggy loading time,0
open app twice otherwise take forever load package expensive omg getting expensive time wont spend much money get small amount data,0
despite data connection quick use mytelkomsel app slow painful must connect wifi get thing done device poco x use telkomsel work remote area borneo went back jakarta looking better data provider sorry,0
hard pay bill halo postpaid ive experiencing issue month keep saying page trying reach available service using already tried logging even reinstalled app still cant pay bill please fix issue asap bump rating thank,0
slooooooow bought internet paket huge amount data managed use less half expired internet slow video im watching kept buffering waste money,0
annoying bulky app ton annoying fluff difficult navigate overly complicated really give star guess could worse definitely easy simple use,0
app doesnt work mobile data work wifi reasonable use app normally wifi cant use company mobile data fix please,0
cant even open appits showing white screenand wait white screen force close phone sharp aquos v gand app become bloatware cant delete itonly update deleted phone settingit disabledit need root access delete mean happen somebody else got problem,0
app slow buggy internet connection horrible unreliable ive using service last year see real improvement,0
network quality bad match price quota expensive continues like recommend buying telkomsel quota told veronica chat ai several time waiting employee long time veronica told wait solve problem several time,0
apps slow lagging want see status data updated took long time access feature,0
since app updated increasing issue app app many feature inside make app slower lag try make simple easy understand user,0
stamp event good ad bottom stamp rare sometime turn black cant finishthe video getting ad stamp sometimes claim stamp wont redeem cant anything havent use yet use say progress hour till havent redemed yet,0
app getting heavier slower unnecessarily filled feature nobody want update going update latest version luckily read review say update bugged telkomsel havent fixed yet please want buy package app wont make easier use,0
bad ux apps getting complex dont understand need called feature adding complexity without much use hard use even check balance,0
typical app indonesian company used work perfectly put useless update made app heavier changing ui anything made always crashed funny mid range phone cant even open app normally like saying mytelkomsel app samsung iphone take back generous star rating gave app deserved rating thats,0
ive trying open application day keep loading cant anything cant check active period remaining quota either first time happened often,0
bloated unnecessary feature always take long time load matter fast internet choice best deal accessible via app,1
couple month every time open apps always showing load page embarassing big company like telkomsel doesnt maintain application interfacing subscriber service provider,0
telkomsel currently new hobby called lost signal disconnected imagine pay something qris lot people line back cant pay due telkomsel connectipn apps also soooo sooo heavy sometime cant refreshed reinstalled apps,0
fix app app never working fix since last update cant open app directly crash loadup ask wife send data package cause cant book anymore really userfriendly please something,0
unable login phone number using one device tried get parent package topups since dont run apps well working unable help unless ive got access phone used able now whack,0
say expiration date package one day give three hour bought pm give u expiration date many day going expire stupid ip doesnt stop user accidentally spending credit credit got reduced im using claimed im browsing using credit,0
connection corruptedi get ping perfect range connection company optimize connectionfor want download app dont download,0
error payment often occurs feel like installing beta version apps happened time please fix operational lost billion letting payment getway error hour like come national level company p gopay shopee pay ovo etc direct pulsa doesnt problem,0
please fix payment credit card transaction middle sea important online transaction able process mode payment successfully eventhough payment system clear telkomsel accept payment thus return thru refund bank payment pleaseeee fix thank youuuu terimakasi banyak heard friend one transaction per month allowed credit payment true please fix please trust issue certificate,0
